Hadi.	{'6', '2', '1'}
Tıpkı anneannen gibi beni hep eleştiriyorsun.	{'1'}
Yarın buraya birkaç kıyafet göndereceğim ve müzik dinlemen için kaset çalarını ve bir battaniye.	{'8'}
Pazar günü de, Mary videonu ve kasetlerini getirecek ve bir de bitki.	{'2'}
Midemi yıkayan adam göndermiş.	{'1'}
Annemin beni hep uyardığı tarz birine benziyorsun:	{'4'}
Hiç uyuşturucu almamak ve ömür boyu AA toplantılarına katılmak haricinde.	{'6'}
Mesele yönetmen değil.	{'4'}
Bunlar iş adamları ve yaratıcı kişiler hakkında bilgileri yok.	{'3'}
Hatırlıyorum, 15 yaşındaydım.	{'1', '5'}
Seni dinleyecektir, onun annesi değilsin.	{'8'}
Ne yapmam gerekiyor yani?	{'1'}
- Annemle kalmak mı?	{'1'}
- AA toplantılarına katıl... - Bu filmi yapmak istiyorum.	{'1'}
Boşanma ve tüm tersliklerden sonra iyi bir terapi olmuştu.	{'8'}
Sizin neslin esprilerini anlamıyorum.	{'6'}
Amacım, hayatını daha sıkıcı bir hale getirmek.	{'1'}
Ted, teşekkürler.	{'5'}
Dışarıda görüşürüz.	{'2'}
- Evet, herşey harika.	{'5'}
Lanet olası sigorta şirketi test olmadan sigorta yapmıyor.	{'1'}
Seni azat edelim.	{'1'}
İşte aradığım polis sensin.	{'8'}
Harika bir gün.	{'8'}
Sessizlik, lütfen!	{'1'}
Doğru olmadığını rüyamda gördüm.	{'6'}
- Rüyamda boğuluyordum.	{'4'}
- Payetli bir elbiseyle batıyordum.	{'6'}
- Bu ne demek?	{'4'}
Uzun yıllar daha yaşayamayabilirim.	{'4', '1'}
Uyuşturucu testimi konuşurken nasıl senin ölümüne geçtik?	{'6'}
Benimki greyfurt büyüklüğündeydi.	{'5'}
Kendimi öldüreceğim.	{'6'}
Yapma, anne. Erken kalkmam lazım.	{'3'}
Onları görmek istemiyorum.	{'3'}
Liseden beri görmediğim, ne de görmek istediğim bir sürü insan var.	{'3'}
Tanrı aşkına, Louis Karasik'i çağırmak nereden aklına gelmiş ki?	{'1'}
Onu en son gördüğümde, kütüphaneye giderken burnundan yağda yumurta kusuyordu.	{'6'}
Keçi gibi inatçıdır, tıpkı Owen gibi.	{'7', '5'}
Biraz daha fıstık yemez misin, dede?	{'5'}
Beni rahat bırak. Gitmek istiyorum.	{'4'}
- Evet, gidiyoruz.	{'7'}
Eve gitmek istiyorum.	{'2', '1'}
Gideriz, bayım.	{'2'}
Birazdan, birazdan.	{'2'}
Howdy'de kurt var.	{'6'}
Ama onları seviyorum.	{'5'}
Bir şarkı söyle, Suzanne.	{'5'}
Gerçekten.	{'7'}
- Çok heyecanlanıyorum.	{'8'}
Bu gece kızımın gecesi.	{'1'}
Kesinlikle katılıyorum.	{'8'}
Bilirsin, biraz daha keyif al, hepsi bu.	{'8'}
Ama bir eksiklik var.	{'1'}
Ben tiyatrolarda da çalıştım.	{'1'}
Public Domain filminde çok iyiydin.	{'5'}
Galiba eleştirilmeye pek gelemiyorum.	{'6'}
Filmin iki dakikasından bahsediyoruz.	{'2'}
Çok rahatladım.	{'8', '5'}
- Şimdi çok daha rahatladım.	{'5'}
Selülitleri var.	{'3'}
Yatak sahnesinde ne yapacağız?	{'2'}
Ne tatsız.	{'6'}
Valerie'nin vücudu harika.	{'5'}
Neyse.	{'6'}
Bir günlük çekimden bahsediyoruz.	{'1'}
İşte oynadığın rol!	{'5'}
- Millet, çekime!	{'2'}
Sadece kendin ol, başaracaksın.	{'8'}
İmdat.	{'4'}
Yardım edin!	{'6', '4', '8'}
Başına gelen olay çok feci.	{'6'}
Onu dışarı yemeğe götürmüş.	{'5'}
Adam harika bir gece diye düşünürken, kız bir avuç dolusu hap yutarak uyuya kalmış.	{'6'}
İyi olduğunu gördüğüme sevindim.	{'5'}
Sanırım sana teşekkür etmeliyim.	{'8'}
Tanımadığın biri değilim.	{'8'}
Hayır, bunu bile yapmak istemiyorum.	{'6'}
Catalina gibi koktuğunu söyleyen oldu mu hiç?	{'2'}
Gelecek gibi koktuğunu söyleyen oldu mu peki?	{'5'}
Uzun zamandır mı tanıyorsun?	{'2'}
Memnun oldum, Bay Roth.	{'5'}
- Doğru.	{'1', '5'}
Dur, lütfen.	{'4', '8'}
- Neyi yapamazsın?	{'1'}
Rasgele ilişkiler yaşamam.	{'6'}
Bu yaşadığım her neyse beni rahatsız ediyor, bu hisler.	{'3'}
İkiden fazla mı?	{'7'}
Alay etmeyeceğim.	{'8'}
Galiba seni seviyorum.	{'5'}
- Bu yeterince zor zaten.	{'4'}
Yeteneğimi kaybettiğimi düşündüm.	{'5'}
Public Domain'in bir sahnesinde kameradan bana bir bakışın vardı. İşte seni o an sevdim.	{'5'}
Gayet iyi gidiyorsun.	{'8'}
Cesur mu?	{'4'}
Tabii, çünkü çok riskli.	{'6'}
Benimle kal.	{'6', '4'}
Riske girdiğine değecek, göreceksin.	{'6', '5'}
Senden başka kimseyi ne görmek, ne de koklamak istiyorum.	{'8'}
- Hiç pişman olmayacaksın.	{'6'}
Halı satıcısı gibi konuşuyorsun.	{'8'}
Aramadım, çünkü uyuyor olabileceğini düşündüm.	{'8'}
Eve geldim, çünkü seni meraklandırmak istemedim.	{'8', '5'}
Ama meraklandırdın.	{'4'}
Benim mesuliyetimde olacaktın güya.	{'8'}
Eve gelmeyince ne düşünmem gerekirdi?	{'4'}
Kıyaslansaydı da sana olanlardan sonra ben haklı çıkmış olurum.	{'1'}
Beni eleştirecek konumda olduğunu zannetmiyorum.	{'1'}
Sense bana hep alaycı ve aşağılayıcı gözle baktın.	{'1'}
Her neyse.	{'3', '1'}
Neden benden uzaklaştın?	{'3', '4', '7'}
Benden hoşlanmanı istiyorum sadece.	{'2'}
Annenin Joan Crawford olmasını ister miydin?	{'5'}
Sense bir yerlerde başladın ama sıfıra gitmeye çalışıyorsun.	{'1'}
Ergenlik çağında yaşadıklarından kurtulmalısın.	{'8', '1'}
Silahını verir misin, lütfen?	{'8'}
"Ben de dedim ki, "" Bilmiyorum."	{'6'}
Seninle biraz konuşabilir miyim?	{'8'}
Evet, öyle de denebilir.	{'5'}
Neden?	{'2', '7', '1'}
- Yok, yok, yok.	{'7'}
Yani kiminle yattığımı sorman özel sayılmıyor mu?	{'1'}
Kendi başının çaresine bakabilecek birine benziyorsun.	{'5'}
Üzülme.	{'2', '8'}
- Bu iyiye işaret.	{'5'}
Yani, onunla sadece keyifli vakit geçirmek için beraber olursan onun seninle yaptığı gibi...	{'2'}
Ben öyle yapıyorum.	{'8'}
- Günaydın.	{'8'}
Sağduyudan bahsetmişken, sen ve Evelyn ne yapıyordunuz, fikir alışverişi mi?	{'7'}
Görünüşe bakılırsa Evelyn de Catalina gibi kokuyormuş.	{'7'}
Uyuşturucu kliniğinden yeni çıktım, beni nasıl kullanabildin?	{'6'}
- Yapma, daha yeni tanıştık!	{'1'}
Bu yanını hiç sevmiyorum.	{'3'}
- Sen sevmiyorsun, ha?	{'3'}
Bu rekabet değil.	{'5'}
Seni rahatsız eden nedir?	{'8'}
Bir sürü kadınla yatıyor olman değil.	{'1'}
Doğruyu söyleyip, herkezle yatıp, sigarayı benimle içebilirdin.	{'1'}
"Kadınlar hep böylesiniz, ""Mesele, gidişin değil. Gidiş şeklin."""	{'8'}
- Ayrılamayız.	{'6'}
Rüyanda kilo verdiğimi mi gördün?	{'4', '7'}
Sululuk yapma, hayatım.	{'1'}
Sana kaçınılmaz haberlerim var.	{'4'}
Önceden tahmin ettiğim için bana kızmanı istemiyorum.	{'4'}
Sevgili müdürün, Marty Weiner yanında kalmakta direttiğin adam, bırak diye sana yalvardığım adam...	{'6'}
Biliyorum.	{'4'}
Marty Weiner ortadan kaybolmuş.	{'4'}
Yani parasız mı kaldım?	{'4'}
- Bulamıyorlar mı?	{'4'}
Harika biridir.	{'8'}
Hayatım, kendine acımanın sana bir faydası olmaz.	{'8'}
Bazı günler kalkıp...	{'4'}
Hayatımı nasıl sürdüreceğimi söylemeyi iki dakikalığına keser misin?	{'1'}
Canavar olduğunu hiç söylemedim.	{'8'}
Şimdi bir İrlandalı gibi içiyorum.	{'5'}
Rahatlamak için içiyorsun.	{'8'}
Şaraptan çok keyif alıyorsun.	{'5'}
İçki içmem işime yansımıyor.	{'8'}
Söylesene, çocukken sana bu kadar kötü ne yaptım?	{'6'}
Ya şu orkestra eşliğindeki oyunum?	{'5'}
Özür dilerim.	{'6', '4'}
Lütfen.	{'8', '1'}
Ses ayarı alabilir miyim, lütfen?	{'8'}
Sorun ne olabilir?	{'1'}
Çok kolay atlattın ve bunu bilmiyorsun.	{'1'}
Boşver. Ben kendimle başlarım.	{'1'}
Neler yapabileceğini görüyor musun?	{'6'}
Belki de kliniğe dönmeliyim.	{'7'}
Bak burada çabalaman kliniğe kapanmandan çok daha iyi.	{'8'}
Zaten hastaneye geri dönemezsin. Sana bir iş teklifim var.  Benimle tekrar çalışmaktan utanç duymayacak mısın?	{'6'}
Büyü.	{'6', '8'}
Ne oldu?	{'2', '7'}
Bayan nerede?	{'2'}
Yardımcı olabilir miyim?	{'2'}
Herşeyden öte, çok korkmuş.	{'4'}
İşte geldi, diğer canavarım.	{'8'}
Son zamanlarda ikinizi de hastane dışında tutamaz oldum.	{'6', '4'}
Seni merak etmiş.	{'6'}
Tabii.	{'3', '8'}
Yemin ederim, kime benzediğini bilmiyorum.	{'3', '1'}
Sen sadece şımarmışsın.	{'1'}
- Dilemelisin zaten.	{'8'}
İtelemene gerek yok!	{'3'}
Gidiyorum!	{'5'}
Eskiden annenin poposuna attığım dayaklardan sen de hak ediyorsun!	{'1'}
Sana böyle davrandığımı düşünseydim, kendimi öldürürdüm.	{'3'}
Kendince iyiliğimizi istiyor.	{'4'}
Ama bu şekilde gitmemeliydim. Özür dilerim.	{'8'}
İşinde iyi olmanı istemediğimi düşünmüyorsun ya?	{'6'}
- Kaşsız olmaktan nefret ediyorum.	{'1'}
Enquirer.	{'7'}
Eski toprak için fena sayılmaz, ha?	{'7'}
Yapmacık göründüğümü.	{'6'}
Ne yapayım yani, sırf onu mutlu etmek için taşralı gibi mi konuşayım?	{'1'}
Haydi, haklayalım onları, bebeğim.	{'2'}
Birbirimize kavuşmamız için böyle bir kriz gerekiyormuş demek ki.	{'6'}
Eşarbım.	{'7'}
Çok daha iyi görünüyor.	{'5'}
Gönderdiğim çiçekleri almış mıydın?	{'6'}
- O sensin demek!	{'8'}
- Mideni yıkayan benim.	{'4'}
Şey, çiçekler ve herşey için teşekkür ederim.	{'8'}
Bu anormal birşey değil.	{'7'}
Bazen hiç akıldan çıkmaz.	{'6'}
Daha doğrusu gitmem gerekiyor.	{'4'}
Valley of the Dolls filmine gidebiliriz.	{'2'}
Bizi kader biraraya getirdi deriz.	{'8'}
Kader ve bir sürü ağrı kesici.	{'6', '2'}
"Ama ""flört"" anlamında olmasın."	{'4'}
Görmeni isterim.	{'2'}
Otur. Ama yemekler daha kolay aşağı iniyor.	{'5'}
Ayrıca ceza için pazarlık yapmak da yok.	{'6'}
Pisliğin biri evine girip boğarak öldürmüş.	{'1'}
Nico'yu kovduğumuzda onu da kovmalıydım.	{'6'}
Bu işle şahsen ilgilenmeni istiyorum.	{'8'}
Tanrı aşkına!	{'7'}
İşte geldim.	{'8'}
Mahkum ettirdiği hangi sapığın şartlı tahliye edildiğini de bul.	{'3'}
Yani içeri davet ettiği birisi pencereleri açtı ve haneye tecavüz görüntüsü vermeye çalıştı.	{'7'}
Bu çok saçma.	{'3', '1'}
Bu yaşta hala doktora teziyle uğraşıyorum.	{'1'}
Polis, savcı yardımcısının ölümüyle ilgili bir açıklama yapmak üzere...	{'6'}
Etrafımız gaddarlıkla çevrelenmiş durumda.	{'6'}
Bu işe kendini adamış gibisin.	{'7'}
Elimizde bir halt yok.	{'6'}
Herhalde Raymond bu dava için çok bastırıyordur.	{'8'}
Raymond her dava için bastırır, Nico.	{'8'}
O, adaleti temsil ediyordu.	{'8'}
Carolyn'in katilini bulamazsan ikimiz de tarih oluruz.	{'4'}
Bütün o idari saçmalıkları Mac'e devret.	{'1'}
Hem unutma, bir günde iki iyi savcımızı kaybettik.	{'1'}
Ofisin canı cehenneme!	{'1'}
Neler olduğunu görmüyor musun?	{'1'}
Ne durumdayız Allah bilir.	{'4'}
"Bay Horgan.
en/1990/100404/6976104.xml.gz	tr/1990/100404/5477468.xml.gz	288	265	That guy must write real slow.	Adamın yazması bayağı uzun sürmüş.
en/1990/100404/6976104.xml.gz	tr/1990/100404/5477468.xml.gz	289	266	Noel equals Leon."""	{'6'}
Adli tıpta bulduğum şeye bayılacaksınız.	{'8'}
Carolyn mücadele ederdi.	{'6'}
Beceriksiz herifin tekisin.	{'3'}
Benim için işlemleri hızlandırmazlar.	{'1'}
Hayır, evini aramış.	{'1'}
Eğer Barbara o telefon faturasını görürse çok üzülür.	{'4'}
Polhemus tehlikeli biriydi.	{'1'}
Ne düşünüyorsun?	{'3'}
Göğüs ölçüsünü unutmuyor.	{'2'}
O pisliği bulmam bir haftamı aldı.	{'7'}
Bu dosyaları ona verdiğimde gayet düzgündüler.	{'7'}
Molto'nun bununla ne ilgisi var?	{'1'}
Eksik dosyanın mahkeme kayıtları duruyor mudur?	{'2'}
Başka kadınlarda gözün olmadığını söyledim.	{'8'}
Baba, bak kim gelmiş.	{'2'}
- İyiyim.	{'8', '5'}
Bunu kutlarız diye düşündüm.	{'2'}
Annen başladığı işi yarım bırakmaz.	{'8'}
Eğer mecbur olmazsam asla matematik okumazdım.	{'1'}
O zaman onunla pek görüşmüyordunuz, öyle mi?	{'6'}
Beni terk edince gururum kırıldı.	{'6'}
İlgilendiği birinin bu kadar zayıf olması onu iğrendirmişti.	{'6'}
Polhemus davasında şu lanet parmak izi raporuna ne oldu?	{'1'}
Biliyorsun anlamıyorum o meretten.	{'1'}
Hepsini tarayalım.	{'4'}
Evet herkesi.	{'1'}
Bir hafta sürse ne yazar?	{'1'}
- Bu rapor bana dün lazımdı.	{'1'}
Elimden geleni yaparım ama daha önce olmaz.	{'2'}
- Bu raporu mu?	{'1'}
O hanımda diyafram falan yoktu.	{'4'}
Sanırım bu bir tuzak.	{'8'}
Ama adam asabi bir tip.	{'6'}
Tecavüz süsü vermeye çalışıyor.	{'3'}
İşbirliği yapsalar iyi olur.	{'4'}
Seçmenler önemli konularda ipin ucunu kaçırmış bitik bir adamın kokusunu alırlar.	{'6'}
Ama düzeltemezsin.	{'6'}
O zamanlar hala bir şeyleri değiştirebileceğine inanıyordun.	{'6'}
Tanrı seni korusun.	{'8'}
Erkek arkadaşı olabilir.	{'2'}
Bilmiyorum.	{'6', '8'}
Hala bunu yapmaya yetecek kadar etkim var.	{'5'}
Acaba bu onu mutlu eder miydi?	{'2'}
Gel de Carolyn Polhemus'la tanış.	{'2'}
Bakalım ona iyi bir yer ayarlayabilecek miyiz?	{'4'}
Tecavüz ve seks suçları, çocuklara cinsel taciz.	{'3'}
Bundan daha iyisini ayarlayabiliriz.	{'1'}
Neden onu kovmuyorsun?	{'7'}
Hem bu davaya ben bakmak istiyorum.	{'2'}
Yardımınla tabii.	{'8'}
Çocuğu defalarca inceledim.	{'8'}
Her biri birbirinden beter.	{'1'}
Başkalarına benzemediğin çok açık.	{'8'}
Raymond'un ensesi kalın dostlarından biriyle yatarak bu işi elde ettiğimi düşünüyorsun.	{'1'}
Seni biriyle tanıştırmak istiyorum.	{'5'}
Mahkemeyle ilgili ne dediğimi hatırlıyor musun?	{'3'}
Onlara jüri deniyor.	{'2'}
Sen de bana sorular soracaksın.	{'4'}
Olanlar hakkında.	{'7'}
Bence anlatabilirsin.	{'8'}
Söz.	{'2'}
Annen yaralandığın için seni hastaneye götürdü.	{'7'}
Uslu bir çocuk olacağım.	{'8'}
Kafanı mı?	{'7'}
Annem kafamı acıttı.	{'4'}
Hala ona aşıksın.	{'8'}
Neler olduğunu öğrenen kadar bekle.	{'3'}
Çağıran Molto.	{'1'}
Sanki peşimdeler, değil mi?	{'4'}
Beş yıl önce.	{'7'}
Saçma.	{'7'}
Bu çok anlamsız.	{'7'}
Üzgünüm.	{'6'}
Seni korkutmak istememiştim.	{'7'}
Onun evindeki bir bardakta parmak izlerimi bulmuşlar.	{'4'}
İş o kadar uzamayacak.	{'3'}
Bu bizi maddi olarak batırabilir.	{'4'}
Ah, Rusty!	{'8'}
Sence kimi seçer?	{'7'}
Seninle düşman olmak istemiyorum.	{'4'}
Bazı sorunlar var.	{'4'}
Beni görmezden geliyorsun.	{'6'}
Benim katılacağım toplantılara gelmiyorsun.	{'1'}
İşleri kolaylaştırmaya çalışıyordum.	{'6'}
Kendimi rahatsız hissediyorum.	{'4'}
Başka biriyle ilişkim var.	{'6'}
Ne yapmam gerekiyor?	{'1'}
Rusty, bunu yapmaktan hoşlanmıyorum.	{'3'}
Girin içeri.	{'5'}
Bir cinayet silahı aramıyorlar mı?	{'4'}
Silahı eve getirecek kadar aptal değilim.	{'1'}
Bunu yapamam.	{'8'}
Maktulle bir ilişkiniz yok muydu?	{'6'}
Evet, galiba anladım.	{'5'}
Carolyn sonunda kabul ediyor.	{'5'}
Kendini kaybediyor.	{'4'}
Adli tıbbın sperm öldürücüyü tespit edeceğini düşünemiyor.	{'4'}
İşte biz de bu noktada saldıracağız.	{'1'}
Ecza dolabında mı?	{'7'}
Bu, yeni ortaklarımı etkilemek için bulunmaz fırsat.	{'4'}
İfadenizin bize ne yararı dokunabileceğini merak ediyorum doğrusu.	{'2'}
Polhemus soruşturmasında Rusty'nin davranışları konusunda tanıklık edeceğim.	{'2'}
Bana ne yapmaya çalışıyorsun?	{'4'}
Sen ne yapmaya çalışıyorsun?	{'4'}
Neden bana Carolyn'le aranda geçenlerden bahsetmedin?	{'1'}
Bu şartlar altında Rusty'ye cevap vermemesini söylemek zorundayım.	{'1'}
Neden parmak izleri o bardağın her yerindeydi?	{'1'}
Araştırma sırasında başının etini yemek zorunda kaldım.	{'3'}
Nasıl böyle bir şey yaptığımı düşünebilirsin?	{'6'}
Raymond'la Carolyn arasındaki ilişki ne zaman başladı?	{'7'}
Benimle görüşmeyi kestikten hemen sonra.	{'6'}
Bu olaylar tesadüf olamaz Sandy.	{'4'}
Hadi ama Bay Delay Guardia.	{'1'}
Sayın Yargıç, bu jüriye göre bir soru mu?	{'4'}
Ve sizinle üç hafta sonra mahkemede görüşeceğiz.	{'1'}
Onlarla ne yapıyorsun sen?	{'1'}
Bir şey saklamayacağız, eğer korktuğun buysa.	{'7'}
Lanet polisler hep bir şeyler unutur.	{'1'}
Carolyn'in bu konuda hiç endişesi yok gibiydi.	{'7'}
Çok anlamsız.	{'6'}
Üzgünüm, bu davayı adliyenin merdivenlerinde çözmeyeceğiz.	{'1'}
Peki Rusty Sabich'le bu iddialara nasıl cevap vereceğiz?	{'7'}
İddia makamını dinlerken kendinize şu soruyu sorun...	{'6'}
Tanık bir bardakla ilgili ifade verecekti.	{'6'}
O da savunmanın ayrılmaz bir parçası.	{'8'}
- Sana çok mu yükleniyorlar?	{'4'}
Gerçek bir dostsun.	{'5'}
Sanırım iyi gidiyoruz.	{'2'}
Sonra elle tutulur kanıtlar gelecek:	{'2'}
Hepsi beni suçlu gösteriyor.	{'4'}
Bu işe dört elle sarılacağına söz verdi.	{'4'}
Bana pek öyle gelmedi.	{'8'}
Harold Greer'ın yerine kendi istediği dedektifi görevlendirdi.	{'4'}
Parmak izleri bulunmasın diye laboratuarın araştırmalarını kısıtlamak istedi.	{'7'}
Ona Bayan Polhemus'la ilişkiniz için ne dediniz?	{'4'}
Bu doğru.	{'8'}
Sayın Yargıç, bu davada suçun Bay Sabich'in üzerine atılmaya çalışıldığını düşünüyoruz.	{'7'}
Bay Stern, ateşle oynuyorsunuz.	{'4'}
Bütün arkadaşlarım orada olacak.	{'2'}
İdare ederim.	{'5'}
Bak, yapmadığım bir şey için suçlanıyorum.	{'1'}
- İnsana yazma isteği veriyor.	{'4'}
O belgeleri almamanızı mı istedi?	{'1'}
Onu zorladınız mı?	{'8'}
- O belgeleri aldınız mı almadınız mı?	{'6'}
Unuttuğunu söyledi.	{'6'}
Unutmuş mu?	{'1'}
Bay Sabich size hiç...	{'4'}
Tartışmak bile istemiyorum Sandy.	{'1'}
Dedektif Morris Dickerman'ı çağırıyoruz.	{'2'}
Siz bu gece kitapları araştırın ben de sizi yarın dinlerim.	{'8'}
Leon!	{'4'}
- Nefes bile alma!	{'1'}
- Ne yapıyorsunuz be?	{'4'}
Adam da dedi ki:	{'6'}
Puşt Hakim.	{'1'}
Üzgünüm dostum.	{'6'}
Tamam, sadece aklımdan geçti.	{'6'}
Doğru.	{'4', '8'}
Yani ne olduğunu bilmiyorsunuz.	{'6'}
Beni itham mı ediyorsunuz Bay Stern?	{'1'}
Bu, savcılığın tanıklarının bittiği anlamına mı geliyor?	{'2'}
Sayın Hakim, görüşebilir miyiz?	{'3'}
Bu günün tadını çıkar Sandy.	{'8'}
Neden ifade vermene bu kadar karşı?	{'4'}
Senin sevdiğim tek erkek olduğunu.	{'6'}
Size başarı ve bol şans diliyorum.	{'4'}
Hemen eve gitmek istiyorum.	{'1'}
Hakimin dürüstlüğünden şüphe mi duyuyorsun?	{'7'}
O lanet dosyanın benim davamla hiçbir ilgisi olmadığını biliyordun.	{'1'}
Ama Larren'a bu dosyayı ilk fırsatta mahkemede açıklayacağını söyledin.	{'1'}
Larren boşanınca hayatı altüst oldu.	{'6'}
Raymond Horgan onunla bu konuyu konuştu.	{'5'}
Raymond rüşvet aldığını biliyor muydu?	{'7'}
Nasılsın?	{'2', '5'}
Bununla kıçını büyük bir tehlikeye attın.	{'1'}
Onlar kendilerini batırdı.	{'1'}
Onu öldürdüğümü düşünüyorsun.	{'6'}
O aptal üniversitede ders vermen onlar için bir şans.	{'8'}
İyi şanslar anne.	{'8'}
Yen onları evlat.	{'8'}
Düşte, yuva yıkan yıkılıyor.	{'4'}
Bu yaşamaya değecek kadar güzel bir düş.	{'5'}
Ve hayat yeniden başladı.	{'8'}
- Sana kapatıyoruz dedim Bozo.	{'1'}
Evet, doğru.	{'2'}
Teşekkürler.	{'6', '2', '8', '5'}
Hepimiz öleceğiz.	{'4'}
Zırlayanlardan kimse hoşlanmaz.	{'3'}
Evet, şimdi herkes anakasaya doğru ilerlesin.	{'2'}
- Herkes dediğini yapsın.	{'8'}
Polis, iyi niyetimin göstergesi olarak birkaçınızı bırakmamı isteyecek.	{'6'}
- Kapa çeneni.	{'1'}
- Telefonunu kullanabilir miyim?	{'8'}
Başka kaçış yolun yok dostum.	{'4'}
- Rehineler için arabulucu yolda efendim.	{'4'}
David, Giants biletlerini alabilirsin.	{'8'}
Kapa o lanet olası çeneni!	{'1'}
Kahretsin!	{'4', '1'}
- Anne?	{'4'}
Sen de kimsin?	{'1'}
Bana Chip der misin?	{'6'}
O gelen silah sesleri de neydi Chip?	{'4'}
Hayır, bekle!	{'4'}
Bana bakıyorlardı.	{'4'}
Her tarafa dinamit döşenmiş durumda. Senin kaçmak için yaptığın planı bilmiyor muyum sanıyorsun?	{'7'}
Çekilin oradan!	{'4'}
Bir tane de dev teker istiyorum.	{'2'}
Dinle, senin bu saçmalıklarını yeteri kadar dinledim palyaço.	{'1'}
Kapatmak zorundayım, tüm rehineleri öldürmem lazım, tamam mı?	{'1'}
Çılgınca birşey deneyeyim deme, yoksa tüm bu insanların canına mal olur.	{'4'}
İstediklerini bulun;	{'4'}
Ateş etmeyecek miyiz?	{'2'}
Pilot istemedi.	{'6'}
Demek ki kendisi kullanacak.	{'6'}
İşte geliyor.	{'4', '2'}
- İçimizden birini bırakacak.	{'8'}
- Sanırım kusacağım.	{'3'}
Ben gidiyorum.	{'1'}
Senin gibiler yüzünden masumlar öldürülür.	{'4'}
Anlaşılan ilk talebim yerine getiriliyor.	{'8'}
- O!	{'3'}
Bayım, hayati tehlikeniz var mıydı?	{'4'}
İşte bu esaslıydı.	{'7'}
Hayır, kendimi borçlu hissederim.	{'2'}
Bu lanet şeye minnettarlığım gün be gün artıyor.	{'8'}
Ah, hayır.	{'6'}
O...	{'4'}
Seni korkak tavuk!	{'1'}
- ATT* yi kullandığınız için teşekkür ederiz.	{'8'}
- Herşey tamam.	{'2'}
Perdenin arkasından bizi izliyor.	{'4'}
Telefonları söküyor, masaların üzerine işiyordu.	{'7'}
Bayan Cochran'ın gömleğine ne yaptığını görüyor musun?	{'6'}
Sorun değil.	{'2', '8'}
Peki ya dinamit?	{'7'}
Hayvan herifin tekiydi.	{'7'}
- İşin özü, o bir hayvan.	{'8'}
Kahretsin.	{'4', '1'}
Ah, Phyllis!	{'7'}
Loomis, iki saniye müsaade eder misin?	{'8'}
Bana teklif ettiğin geceyi hatırlıyor musun?	{'8'}
Bir yol biliyorum.	{'8'}
Dün birşeylerin farkına vardım.	{'2'}
Özellikle gövdemizde bir servet taşırken.	{'5'}
Görünüşe göre keyfin yerinde.	{'5'}
Hidrolik açılır gövde hakkında birşeyden söz etmedin ki.	{'1'}
- Ne neydi?	{'7'}
Konuyu değiştirmeye çalışma.	{'1'}
Bankaya girmek için sonsuza dek bekleyebilirlerdi.	{'1'}
- Denerim.	{'2'}
Palyaçolarda da var, lastik olanlarından.	{'1'}
Onun ne olduğunu söyleyeyim size.	{'2'}
Tam olarak ne kadar vakit kaybettik?	{'7'}
Tanrı aşkına kesin şunu!	{'1'}
Kapatın bu lanet şeyi!	{'1'}
Bu civarı daha önce hiç görmedim.	{'7'}
- Kapa çeneni!	{'1'}
- Esas sen kapa çeneni!	{'1'}
